rank,x0,y0,d,theta0_degree,delta_theta_degree,gain,mse,rmse
1965,45.9173,69.7428,0.2683,15.7958,1.0341,1.2468,300.8496,17.3450
1966,45.9772,69.7940,0.2681,14.0956,1.0466,1.2446,301.6909,17.3693
1967,45.9588,69.8895,0.2684,13.6913,0.9789,1.2528,303.0646,17.4087
1968,42.2673,70.8406,0.2876,13.4122,0.9912,1.2956,303.1728,17.4119
1969,42.8129,71.8634,0.2869,11.9631,1.0238,1.2906,303.3668,17.4174
1970,46.0423,70.3509,0.2689,13.4787,0.9941,1.2517,304.9303,17.4623
1971,41.5512,70.2170,0.2898,14.5303,0.9753,1.3012,305.2396,17.4711
1972,43.2321,71.6743,0.2846,13.8641,0.9977,1.2867,306.5628,17.5089
1973,42.7029,71.5267,0.2868,13.9623,0.9953,1.2916,307.1832,17.5266
1974,44.8299,70.5615,0.2750,13.4614,0.9738,1.2663,307.7295,17.5422
1975,42.0814,71.3200,0.2893,14.8766,0.9870,1.2971,309.4500,17.5912
1976,43.4315,70.8003,0.2820,12.9656,0.9781,1.2809,309.8877,17.6036
1977,41.7450,70.8208,0.2900,16.1665,0.9675,1.2997,311.5893,17.6519
1978,45.6013,70.6515,0.2715,13.9112,1.0532,1.2467,312.1510,17.6678
1979,42.6632,70.6794,0.2854,14.9821,0.9610,1.2885,313.7018,17.7116
1980,44.2169,70.9956,0.2787,12.3046,0.9813,1.2711,314.0194,17.7206
1981,45.4445,69.8965,0.2708,15.4406,0.9461,1.2562,314.1026,17.7229
1982,45.2845,70.7370,0.2732,13.8029,0.9716,1.2593,314.3396,17.7296
1983,46.2543,70.5145,0.2682,13.7778,1.0349,1.2399,316.4505,17.7891
1984,44.5645,70.3204,0.2758,14.0260,0.9527,1.2652,317.3065,17.8131
1985,45.2389,69.9952,0.2720,13.2734,0.9543,1.2558,318.0534,17.8341
1986,43.2256,70.6713,0.2827,14.4461,0.9556,1.2801,319.2629,17.8679
1987,44.6707,70.0924,0.2748,14.1084,0.9449,1.2621,320.3207,17.8975
1988,44.4105,70.5519,0.2769,14.0196,0.9533,1.2663,320.6133,17.9057
1989,44.1287,70.9480,0.2790,13.8461,0.9603,1.2697,322.3358,17.9537
1990,43.5688,71.2528,0.2822,12.4554,0.9771,1.2754,322.5763,17.9604
1991,43.6392,71.1336,0.2817,13.7479,0.9649,1.2752,322.7205,17.9644
1992,43.5040,70.8189,0.2817,14.5272,0.9530,1.2762,323.0242,17.9729
1993,42.5102,71.0439,0.2868,14.0893,0.9660,1.2862,323.8893,17.9969
1994,41.1349,68.8586,0.2894,13.4065,0.9442,1.2930,324.4739,18.0132
1995,42.3249,71.9475,0.2894,13.4870,0.9804,1.2853,335.3236,18.3118
1996,42.0796,71.1800,0.2891,15.2964,0.9524,1.2871,335.5294,18.3175
1997,41.6861,70.2911,0.2893,15.9700,0.9298,1.2880,338.1571,18.3890
1998,42.6454,71.8939,0.2878,13.7008,0.9707,1.2809,338.8083,18.4067
1999,45.5146,70.8438,0.2723,12.7678,0.9492,1.2456,341.9617,18.4922
2000,42.6251,72.0600,0.2882,14.2557,0.9567,1.2765,352.2125,18.7673
